index_x,id,contact_city,contact_state,found,manual,remove,still_there,FoundCity,FoundState,Keep?,foundStateAbb,origin_lon,origin_lat,dest_lon,dest_lat,index_y,org_id,url,type.x,species,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,age,sex,size,coat,fixed,house_trained,declawed,special_needs,shots_current,env_children,env_dogs,env_cats,name,status,posted,contact_zip,contact_country,stateQ,accessed,description
3274,45923182,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40067,NC464,https://www.petfinder.com/dog/thunder-45923182/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,American Bulldog,,False,False,Black,White / Cream,,Young,Male,Medium,Medium,False,False,,False,True,,,,Thunder,adoptable,2019-09-10T01:59:24+0000,28337,US,NC,2019-09-20,"Thunder is a bulldog mix boy who just needs a home and someone to love him. He is a good boy.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3275,45923174,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40068,NC464,https://www.petfinder.com/dog/shazzy-45923174/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Border Collie,,True,False,Black,White / Cream,,Adult,Male,Medium,Medium,False,False,,False,True,,,,Shazzy,adoptable,2019-09-10T01:57:05+0000,28337,US,NC,2019-09-20,"Shazzy is a 4 yr old border mix dog. He would love to go home with you and be your best friend.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3276,45923164,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40069,NC464,https://www.petfinder.com/dog/max-45923164/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Hound,,False,False,"Tricolor (Brown, Black, & White)",,,Young,Male,Medium,Medium,False,False,,False,True,,,,Max,adoptable,2019-09-10T01:55:02+0000,28337,US,NC,2019-09-20,"Max is a gentle, happy hound dog who just wants to be someone's special dog.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3277,45923133,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40072,NC464,https://www.petfinder.com/dog/cooper-45923133/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Hound,,False,False,White / Cream,,,Baby,Male,Medium,Medium,False,False,,False,True,,,,Cooper,adoptable,2019-09-10T01:50:46+0000,28337,US,NC,2019-09-20,"Cooper is a happy 4 mo old puppy.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3278,45782786,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40626,NC464,https://www.petfinder.com/dog/kendal-45782786/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,American Bulldog,,True,False,Black,Brindle,Yellow / Tan / Blond / Fawn,Young,Male,Medium,Medium,False,False,,False,True,,,,Kendal,adoptable,2019-08-29T15:17:43+0000,28337,US,NC,2019-09-20,"Kendal is a nice looking bulldog mix pup who got dumped when his owner left town.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3279,45782764,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40627,NC464,https://www.petfinder.com/dog/dynomite-45782764/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Hound,,False,False,"Tricolor (Brown, Black, & White)",,,Young,Male,Medium,Medium,False,False,,False,True,,,,Dynomite,adoptable,2019-08-29T15:15:10+0000,28337,US,NC,2019-09-20,"Dynomite is a gentle hound boy who just wants to be your special dog for always.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3280,45754664,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40698,NC464,https://www.petfinder.com/dog/madison-45754664/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Labrador Retriever,,False,False,Black,,,Baby,Female,Medium,Medium,False,False,,False,True,,,,Madison,adoptable,2019-08-27T03:42:18+0000,28337,US,NC,2019-09-20,"Please don't leave her in the shelter. She needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3281,45754655,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40699,NC464,https://www.petfinder.com/dog/spikey-45754655/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Terrier,,False,False,White / Cream,,,Young,Male,Medium,Medium,False,False,,False,True,,,,Spikey,adoptable,2019-08-27T03:36:01+0000,28337,US,NC,2019-09-20,"Spikey is a good natured dog who just wants to be someone's special dog..
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3282,45664566,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40855,NC464,https://www.petfinder.com/dog/buster-45664566/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,American Bulldog,,False,False,Brown / Chocolate,White / Cream,,Adult,Male,Medium,Medium,False,False,,False,True,,,,Buster,adoptable,2019-08-18T17:50:36+0000,28337,US,NC,2019-09-20,"Buster is a good boy who just needs a home and family of his own.

\""Hi, I am Buster. I am an adult male bulldog that ended up in the county kill shelter when an animal control picked me up as a stray. Sadly, my owners never came for me. I didn't mean to run away, I was just looking for love since my owners didn't have me neutered. I have not shown any aggression in the shelter but I know how it works in these shelters. Humans over look me for little dogs and tiny cute puppies. But the workers tell me I am cute and they don't understand why I am still here. They say that they would take me if they could, but I wonder why they cant?

Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3283,45664542,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40856,NC464,https://www.petfinder.com/dog/gene-45664542/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Hound,,False,False,Black,Yellow / Tan / Blond / Fawn,,Young,Male,Medium,Medium,False,False,,False,True,,,,Gene,adoptable,2019-08-18T17:47:01+0000,28337,US,NC,2019-09-20,"Gene got dumped and doesn't know why, he would love to go home with you.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3284,45664278,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,40858,NC464,https://www.petfinder.com/dog/thomas-45664278/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Terrier,,True,False,Black,White / Cream,,Young,Male,Medium,Medium,False,False,,False,True,,,,Thomas,adoptable,2019-08-18T17:15:51+0000,28337,US,NC,2019-09-20,"Thomas is a good boy, please clip a lead on him and walk him out of the shelter.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3285,45497224,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,41050,NC464,https://www.petfinder.com/dog/easy-45497224/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Labrador Retriever,,False,False,Brown / Chocolate,White / Cream,,Baby,Male,Medium,Medium,False,False,,False,True,,,,Easy,adoptable,2019-08-04T15:49:39+0000,28337,US,NC,2019-09-20,"Easy is a happy boy who likes everyone.
Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3286,45469364,Elizabethtown,NC,NJ,North Carolina,,,,North Carolina,,NC,-79.0193,35.7596,-79.0193,35.7596,41076,NC464,https://www.petfinder.com/dog/britt-45469364/nc/elizabethtown/bladen-county-animal-shelter-nc464/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Labrador Retriever,,False,False,White / Cream,,,Young,Male,Medium,Medium,False,False,,False,True,,,,Britt,adoptable,2019-08-01T22:46:05+0000,28337,US,NC,2019-09-20,"Britt needs a home of his own.

\""I am a male mixed breed older puppy. I have not shown any dog aggression and I appear to be good with other dogs. I am a sweet boy, I love people and I love attention.\"" 

Please don't leave him in the shelter. He needs a home.
Call Silvia and Debbie now,,,,,Silvia is 910-876-0539 and Debbie is 339-832-0806. If Silvia's mailbox is full you can Text her. Transportation is generally available up and down the East Coast from NC, VA, MD, NJ, PA, NY and the North East.

The Animal Control Facility for Bladen County, North Carolina IS a kill-shelter, so the animals seen here have a limited time to be available. This is a rescue-friendly facility so all reputable rescues are welcome to register in advance as an Adoption Partner. You, as the adopter or rescue organization, are responsible for any and all veterinary work given. No health or temperament guarantees are given or implied. 

Please visit or call during office hours.

A SHELTER FRIEND volunteers may be able to assist you and can obtain transport at a reasonable cost. Or, if you cannot adopt and would like to foster or sponsor a pet please call them at 910-876-0539 or email : 
A Shelter Friend

Please visit us on Facebook!

http://www.facebook.com/ashelterfriend"
3287,46036749,Oak Ridge,NJ,NJ,,1.0,,,New Jersey,,NJ,-74.4057,40.0583,-74.4057,40.0583,42971,NJ113,https://www.petfinder.com/dog/mylo-46036749/nj/oak-ridge/second-chance-pet-adoption-league-nj113/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Miniature Schnauzer,,False,False,Gray / Blue / Silver,,,Senior,Male,Small,Long,True,True,,False,True,False,True,,Mylo,adoptable,2019-09-19T23:30:15+0000,07438,US,NJ,2019-09-20,"Look at those big brown schnauzerly ? eyes of love ? 

Mylo is a special 10 year old Schnauzer looking for someone who appreciates his loyal and fiercely protective personality.  He was adopted 2 years ago but sadly surrendered due to his ownerâs health issues.  He is loving and playful and doesnât look or act like a senior at all, and gets along with most dogs.  Like so many schnauzers he thinks his job is to protect his person and is looking for an adult home with just one or 2 people he can bond to and not many people coming and going, or where he can be put away when guests visit.  
Email njwoof@cs.com for an appointment to meet him.

We do not have a shelter- all our pets are in foster homes and can be seen by appointment only during the week, or at our weekly pet adoptions every Sunday at the Animal Clinic of Morris Plains from 12:30 to 3PM at 3009 Route 10 East, Morris Plains, NJ.  Please email njwoof@cs.com for the fastest response to make sure the dog you are interested in will be there.
To help us better match a pet to your household, we request you fill out an application on our homepage www.secondchance.petfinder.com and copy and paste it into an email, or print it and bring it to our adoption day when you come.   Local inquiries only please- we do not do long distance adoptions.
Can't adopt but still want to help this dog?  Click on the Sponsor Me button at the top of this page to donate toward his/her care!  All donations are tax-deductible and go directly toward the care of our rescue dogs.  Thank you for your support!"
3288,46036734,Oak Ridge,NJ,NJ,,1.0,,,New Jersey,,NJ,-74.4057,40.0583,-74.4057,40.0583,42972,NJ113,https://www.petfinder.com/dog/tiffany-46036734/nj/oak-ridge/second-chance-pet-adoption-league-nj113/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Cocker Spaniel,,False,False,Gray / Blue / Silver,White / Cream,,Senior,Female,Small,Long,True,False,,True,True,,True,,Tiffany,adoptable,2019-09-19T23:27:58+0000,07438,US,NJ,2019-09-20,"Meet Tiffany!  This sweet special old lady was abandoned after clearly being neglected and suffering  for a very long time.  
She was emaciated, suffering from untreated chronic dry eye, skin infections, ear infections, and parasites and is blind.  Sheâs feeling much better and looking for a loving home to in which to live out her golden years being spoiled and loved, and her medical care continued.  This gentle girl gets along with other gentle dogs and we think she is at least 12-14 years old.  Email njwoof@cs.com to meet Tiffany!

We have taken in so many local needy seniors recently, and in many cases we are their last and only chance. Thank you for your continued support so we can be there for them!


We do not have a shelter- all our pets are in foster homes and can be seen by appointment only during the week, or at our weekly pet adoptions every Sunday at the Animal Clinic of Morris Plains from 12:30 to 3PM at 3009 Route 10 East, Morris Plains, NJ.  Please email njwoof@cs.com for the fastest response to make sure the dog you are interested in will be there.
To help us better match a pet to your household, we request you fill out an application on our homepage www.secondchance.petfinder.com and copy and paste it into an email, or print it and bring it to our adoption day when you come.   Local inquiries only please- we do not do long distance adoptions.
Can't adopt but still want to help this dog?  Click on the Sponsor Me button at the top of this page to donate toward his/her care!  All donations are tax-deductible and go directly toward the care of our rescue dogs.  Thank you for your support!"
3289,46036722,Oak Ridge,NJ,NJ,,1.0,,,New Jersey,,NJ,-74.4057,40.0583,-74.4057,40.0583,42973,NJ113,https://www.petfinder.com/dog/twix-hospice-home-needed-46036722/nj/oak-ridge/second-chance-pet-adoption-league-nj113/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Yorkshire Terrier,,False,False,Gray / Blue / Silver,Yellow / Tan / Blond / Fawn,,Senior,Male,Small,Long,False,False,,True,True,,True,,Twix-HOSPICE HOME NEEDED,adoptable,2019-09-19T23:22:29+0000,07438,US,NJ,2019-09-20,"We are seeking a hospice home/foster for sad sweet little Twix...
This poor guy was given away by his original owner to a home that wasnât equipped to provide for his medical needs.  He has kidney disease, was Lyme positive, blind in one eye and a bit slow getting around and is being treated and doing better... we arenât sure how long he will do well for and are looking for someone to love him be it weeks, months, or years!  He is fine with other gentle dogs and is scared and confused but doesnât seem to have a mean bone in his body.  Please email njwoof@cs.com to meet Twix

Twix is just another of the many local needy seniors who have found their way to us recently- their care is expensive but worth it to give them a chance when they need help the most.  Please share and help us support his care so we can continue to help others like him!

We do not have a shelter- all our pets are in foster homes and can be seen by appointment only during the week, or at our weekly pet adoptions every Sunday at the Animal Clinic of Morris Plains from 12:30 to 3PM at 3009 Route 10 East, Morris Plains, NJ.  Please email njwoof@cs.com for the fastest response to make sure the dog you are interested in will be there.
To help us better match a pet to your household, we request you fill out an application on our homepage www.secondchance.petfinder.com and copy and paste it into an email, or print it and bring it to our adoption day when you come.   Local inquiries only please- we do not do long distance adoptions.
Can't adopt but still want to help this dog?  Click on the Sponsor Me button at the top of this page to donate toward his/her care!  All donations are tax-deductible and go directly toward the care of our rescue dogs.  Thank you for your support!"
3290,46036370,Oak Ridge,NJ,NJ,,1.0,,,New Jersey,,NJ,-74.4057,40.0583,-74.4057,40.0583,42974,NJ113,https://www.petfinder.com/dog/mika-46036370/nj/oak-ridge/second-chance-pet-adoption-league-nj113/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Schnauzer,,False,False,Gray / Blue / Silver,,,Senior,Female,Small,Long,True,True,,False,True,,True,,Mika,adoptable,2019-09-19T23:19:11+0000,07438,US,NJ,2019-09-20,"Meet Mika!
This adorable 10 year old schnauzerâs world was turned upside down when the only owner she had ever known had health issues and could no longer care for her.  She is a sweet gentle confused girl, likes other gentle dogs and would do well with another senior doggie friend.  Email njwoof@cs.com if you love this special breed and would like to meet her!

We do not have a shelter- all our pets are in foster homes and can be seen by appointment only during the week, or at our weekly pet adoptions every Sunday at the Animal Clinic of Morris Plains from 12:30 to 3PM at 3009 Route 10 East, Morris Plains, NJ.  Please email njwoof@cs.com for the fastest response to make sure the dog you are interested in will be there.
To help us better match a pet to your household, we request you fill out an application on our homepage www.secondchance.petfinder.com and copy and paste it into an email, or print it and bring it to our adoption day when you come.   Local inquiries only please- we do not do long distance adoptions.
Can't adopt but still want to help this dog?  Click on the Sponsor Me button at the top of this page to donate toward his/her care!  All donations are tax-deductible and go directly toward the care of our rescue dogs.  Thank you for your support!"
3291,45988115,Oak Ridge,NJ,NJ,,1.0,,,New Jersey,,NJ,-74.4057,40.0583,-74.4057,40.0583,43141,NJ113,https://www.petfinder.com/dog/steve-45988115/nj/oak-ridge/second-chance-pet-adoption-league-nj113/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Yorkshire Terrier,Norwich Terrier,True,False,Golden,Red / Chestnut / Orange,,Senior,Male,Small,Wire,True,False,,False,True,,True,,Steve,adoptable,2019-09-16T18:21:26+0000,07438,US,NJ,2019-09-20,"Meet Senior Steve!

This ~10 year old mostly toothless tiny terrier mix was left behind when his elderly owners moved- literally?
They left him in the street instead of bringing him to a shelter.  Luckily a neighbor took them in and reached out to rescues.  Poor Steve hadnât seen a vet in many years and in addition to his rotting teeth, had a very large infected tumor on his hind end (common in older males who were never neutered). We will spare you the gruesome pics but heâs had surgery to remove it and happily it was benign and he is ready to start his new life!  Steve is only about 10lbs, very cheerful and spunky for an older guy and good with other dogs.  Email njwoof@cs.com to adopt Steve!

We do not have a shelter- all our pets are in foster homes and can be seen by appointment only during the week, or at our weekly pet adoptions every Sunday at the Animal Clinic of Morris Plains from 12:30 to 3PM at 3009 Route 10 East, Morris Plains, NJ.  Please email njwoof@cs.com for the fastest response to make sure the dog you are interested in will be there.
To help us better match a pet to your household, we request you fill out an application on our homepage www.secondchance.petfinder.com and copy and paste it into an email, or print it and bring it to our adoption day when you come.   Local inquiries only please- we do not do long distance adoptions.
Can't adopt but still want to help this dog?  Click on the Sponsor Me button at the top of this page to donate toward his/her care!  All donations are tax-deductible and go directly toward the care of our rescue dogs.  Thank you for your support!"
3292,45983426,Oak Ridge,NJ,NJ,,1.0,,,New Jersey,,NJ,-74.4057,40.0583,-74.4057,40.0583,43182,NJ113,https://www.petfinder.com/dog/tabitha-45983426/nj/oak-ridge/second-chance-pet-adoption-league-nj113/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Cocker Spaniel,,False,False,Brown / Chocolate,"Tricolor (Brown, Black, & White)",,Senior,Female,Small,Long,True,False,,True,True,,True,,Tabitha,adoptable,2019-09-16T01:03:57+0000,07438,US,NJ,2019-09-20,"Meet Tabitha!  This sweet senior was abandoned in a crate and brought to a local shelter...this beautiful ~ 10 year old cocker spaniel has a sweet disposition and gets along with other dogs.  She has chronic dry eye and is on eye drops for life, and had some skin infections that have greatly improved with treatment.   Tabitha is sure to charm any spaniel lover!  Email njwoof@cs.com to meet her 

We do not have a shelter- all our pets are in foster homes and can be seen by appointment only during the week, or at our weekly pet adoptions every Sunday at the Animal Clinic of Morris Plains from 12:30 to 3PM at 3009 Route 10 East, Morris Plains, NJ.  Please email njwoof@cs.com for the fastest response to make sure the dog you are interested in will be there.
To help us better match a pet to your household, we request you fill out an application on our homepage www.secondchance.petfinder.com and copy and paste it into an email, or print it and bring it to our adoption day when you come.   Local inquiries only please- we do not do long distance adoptions.
Can't adopt but still want to help this dog?  Click on the Sponsor Me button at the top of this page to donate toward his/her care!  All donations are tax-deductible and go directly toward the care of our rescue dogs.  Thank you for your support!"
