index_x,id,contact_city,contact_state,found,manual,remove,still_there,FoundCity,FoundState,Keep?,foundStateAbb,origin_lon,origin_lat,dest_lon,dest_lat,index_y,org_id,url,type.x,species,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,age,sex,size,coat,fixed,house_trained,declawed,special_needs,shots_current,env_children,env_dogs,env_cats,name,status,posted,contact_zip,contact_country,stateQ,accessed,description
65,45985546,Patterson,NY,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-75.789,42.9543,9330,NY1334,https://www.petfinder.com/dog/stanley-45985546/ny/patterson/happy-life-animal-rescue-ny1334/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Beagle,,False,False,,,,Baby,Male,Medium,,False,False,,False,False,,,,Stanley,adoptable,2019-09-16T13:41:21+0000,12563,US,CT,2019-09-20,Come and meet Stanley and his sisters at our next event . They are super sweet and loving puppies from Alabama. They would make a great addition to your family. If interested in meeting please fill out an application. Go to happylifeanimalrescue.org
66,45963904,Enfield,CT,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-72.697,41.6032,9695,CT585,https://www.petfinder.com/dog/ria-45963904/ct/enfield/yappy-tails-animal-rescue-inc-ct585/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Shepherd,,True,False,,,,Young,Female,Medium,,True,False,,False,True,True,,,Ria,adoptable,2019-09-13T18:35:20+0000,06082,US,CT,2019-09-20,"Meet Ria!! Ria will be joining us here in Connecticut on September 28th., and is looking for her forever home!

Ria joins us from Clarke County, Alabama. This sweet girl is around 7-9 months old & weighs around 25lbs. She is spayed, UTD on all vaccines, and on heartworm/flea/tick preventative.

Ria is a typical puppy - happy, energetic, and loving. She loves other dogs, kids, and adults! She is untested with cats. With the help of her foster, she is learning her indoor manners.

To make Ria part of your family, please apply online at https://yappytails.org/adoption-process/"
67,45923207,Lodi,NJ,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-74.4057,40.0583,10140,NJ623,https://www.petfinder.com/dog/ben-45923207/nj/lodi/animal-rescue-r-us-nj623/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Border Collie,,True,False,,,,Baby,Male,Medium,,True,False,,False,True,True,True,True,Ben,adoptable,2019-09-10T02:10:25+0000,07644,US,CT,2019-09-20,"Ben (23lbs.) is a 15 week old, mixed breed that came into the rescue from rural Alabama. Like most puppies, Ben is friendly and playful. He has a happy-go-lucky personality and loves to play in the fenced yard. Ben has been socialized with dogs of all sizes and would likely do well in a home with respectful children.

If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. 

Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet nâ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. 

HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!"
68,45922934,Lodi,NJ,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-74.4057,40.0583,10149,NJ623,https://www.petfinder.com/dog/chance-45922934/nj/lodi/animal-rescue-r-us-nj623/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Beagle,,True,False,,,,Baby,Male,Medium,Short,False,False,,False,True,True,True,True,Chance,adoptable,2019-09-10T01:24:16+0000,07644,US,CT,2019-09-20,"Chance is a 13 week old, Beagle mix that came into the rescue from rural Alabama. As his age suggests, Chance is full of puppy energy. He loves to play with his toys and romp around in the fenced yard. Like any puppy Chance would benefit from basic training. He is food motivated, and responds to positive reinforcement. Chance has been well-socialized with other animals and would likely do well in a home with respectful children.

If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. 

Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet nâ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. 

HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!"
69,45787945,New York,NY,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-75.789,42.9543,11065,NY1274,https://www.petfinder.com/dog/scout-45787945/ny/new-york/rescue-dogs-rock-nyc-ny1274/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Labrador Retriever,,False,False,,,,Young,Male,Large,,True,False,,False,True,True,True,,Scout,adoptable,2019-08-29T21:12:22+0000,10075,US,CT,2019-09-20,"You can fill out an adoption application online on our official website.Scout came into rescue on 7/31 at 8 weeks old. He is from an Alabama shelter. Scout is up to date on vaccines (age appropriate) and he has been neutered. He is great with people of all ages and with other dogs. Scout is a cute fella, all puppy wiggles and playful paws! All he wants to do is playfully explore and follow you around, with an occasional snuggle and nap. You couldn't ask for better! If you would like to adopt Scout, please put your application in here: http://www.rescuedogsrocknyc.org"
70,45709422,Verplanck,NY,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-75.789,42.9543,11375,NY1432,https://www.petfinder.com/dog/wheezy-45709422/ny/verplanck/a-good-dog-rescue-ny1432/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Pit Bull Terrier,,True,False,Merle (Red),Red / Chestnut / Orange,,Young,Male,Medium,Short,True,False,,False,True,True,True,,Wheezy,adoptable,2019-08-22T16:22:23+0000,10596,US,CT,2019-09-20,"Meet Wheezy! This 1 1/2 year old guy is ready to be your new best friend and soul mate. Whatever your journey -- walking in the woods, curling up to watch TV, or just cuddling -- he'll be right by your side! Wheezy is a happy boy and the most loving pup around. Heâs so grateful to be saved from his horrible living conditions in Alabama. Here he has a belly full of food and medicated baths to help get his coat spic & span. Heâs a mature guy, housetrained, past puppyhood antics and mischief, and great on a leash. All thatâs missing from Wheezyâs life is his forever.
If interested, please call Lisa at 914-469-6605
"
71,45491612,Lodi,NJ,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-74.4057,40.0583,12052,NJ623,https://www.petfinder.com/dog/kiara-45491612/nj/lodi/animal-rescue-r-us-nj623/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Black Labrador Retriever,German Shepherd Dog,True,False,,,,Baby,Female,Medium,,True,False,,False,True,True,True,True,Kiara,adoptable,2019-08-03T20:04:51+0000,07644,US,CT,2019-09-20,"Kiara (20.8lbs.) is a 6 month old (DOB: 3/10/19) mixed breed who came into the rescue from Alabama with her 13 littermates. She has short legs and a long body, much like that of a corgi or basset hound. Despite Kiaraâs friendly disposition and even temperament, she has been overlooked time and time again. Kiara has been well socialized with dogs of all ages and sizes and would likely do well in a home with respectful children. 

If interested in making Kiara a part of your family, please fill out an application at www.arrus.org

If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. 

Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet nâ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. 

HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!"
72,45491535,Lodi,NJ,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-74.4057,40.0583,12055,NJ623,https://www.petfinder.com/dog/sally-45491535/nj/lodi/animal-rescue-r-us-nj623/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Labrador Retriever,,True,False,,,,Baby,Female,Large,,True,False,,False,True,True,True,True,Sally,adoptable,2019-08-03T19:54:17+0000,07644,US,CT,2019-09-20,"Sally (17.5lbs.) is part of a litter dubbed the \""Cars\"" pups. This 5 month old, mixed breed came into the rescue from rural Alabama. While she can be a bit shy at first, she warms up completely after you've shown her a little love and patience. She has been well-socialized with other animals and would likely do well in a home with respectful children.

If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. 

Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet nâ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. 

HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!

"
73,45491398,Lodi,NJ,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-74.4057,40.0583,12056,NJ623,https://www.petfinder.com/dog/stella-45491398/nj/lodi/animal-rescue-r-us-nj623/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Labrador Retriever,,True,False,,,,Baby,Female,Medium,Short,True,False,,False,True,True,True,True,Stella,adoptable,2019-08-03T19:27:25+0000,07644,US,CT,2019-09-20,"Stella (25.6lbs.) is a 5 month old, mixed breed that was rescued from rural Alabama after she was dumped in an oil well. While we don't know anything else about her past, we can tell you that we're glad this little lady made her way to us. 

While Stella can be a bit timid at first, she warms up completely when given the chance to acclimate on her own terms. She loves to cuddle with her humans and will often snuggle up under her favorite blanket for an afternoon nap. Outside, she is a ball of energy. She loves exploring the yard and participating in water play. Stella is wonderful with other animals and would likely do well in a home with respectful children.

If you are interested in meeting and/or potentially adopting this rescue pet, please complete our online application at www.arrus.org. You will be notified via email of your application status prior to our next upcoming event. If you do not receive a response within this timeframe, please send a follow-up email to arrusadopt@gmail.com. 

Additional information and/or medical records for this rescue pet are available and will be reviewed in person should we choose to move forward in scheduling a meet nâ greet. In the meantime, please feel free to follow us on follow us on Instagram (animal_rescue_r_us) and visit our Facebook page at www.facebook.com/arrusadopt for more pictures and posts from his/her foster family. 

HELP US, HELP THEM! Animal Rescue R Us is a 501(c)(3) non-profit organization. We do not receive county, state or federal funding and rely solely on donations. These donations help offset the cost of routine veterinary care, medical expenses, and other necessities while the rescue animal is in our care. To make a secure donation, please visit www.arrus.org/donate . Alternatively, you may visit our Amazon Wishlist (http://www.amazon.com/registry/wishlist/C36VRV500R85) for a current list of needed supplies! All donations are tax-deductible and all are greatly appreciated. Thank you for your support!"
74,45463374,Patterson,NY,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-75.789,42.9543,12115,NY1334,https://www.petfinder.com/dog/sammy-45463374/ny/patterson/happy-life-animal-rescue-ny1334/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,American Bulldog,,False,False,,,,Baby,Male,Large,,False,False,,False,False,,,,Sammy,adoptable,2019-08-01T16:41:17+0000,12563,US,CT,2019-09-20,Come and meet Sammy he is a sweet boy and about 16 weeks and 30 lbs. We believe he will be on the Larger side. He came from Alabama. He good with kids. If interested in meeting him please fill out an application.Go to happylifeanimalrescue.org. Sammy will be Available at our 8/10 event.
75,45374450,Enfield,CT,Alabama,,,,,Alabama,,AL,-86.6807,32.601,-72.697,41.6032,12309,CT585,https://www.petfinder.com/dog/hope-45374450/ct/enfield/yappy-tails-animal-rescue-inc-ct585/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Dog,Hound,,True,False,,,,Senior,Female,Large,,True,True,,False,True,True,True,,Hope,adoptable,2019-07-26T21:53:51+0000,06082,US,CT,2019-09-20,"Meet Hope, our sweet senior from Alabama!! Hope is approximately 6-7 years old and about 65 lbs. Hope has not had an easy life, but we are committed to finding her a perfect forever home!

Hope is fixed, UTD on all vaccinations, HW negative, and on preventatives. Despite her rough start, Hopeis the sweetest, kindest girl, and is simply looking for love! She loves all people, she's wonderful with children; she's good with other dogs. She has not been cat tested.

We know seniors are often overlooked, however we are confident that there's someone out there for Hope.Please consider making her part of your family.Please apply online at https://yappytails.org/adoption-process/. Our adoption fee is $275.00"
